id,species_identifier,display_name,hp,attack,defense,speed,special_attack,special_defense,type1,type2,ability1,ability2,mondexentry,sprite
903,SPECIES_OVERQWIL,Overqwil,85,115,95,85,65,65,TYPE_DARK,TYPE_POISON,ABILITY_POISON_POINT,ABILITY_SWIFT_SWIM,"Overqwil’s poisonous spikes will reflexively
react even while Overqwil sleeps, stabbing
any moving thing that approaches.",https://play.pokemonshowdown.com/sprites/gen5/overqwil.png
904,SPECIES_ENAMORUS,Enamorus,74,115,70,106,135,80,TYPE_FAIRY,TYPE_FLYING,ABILITY_CUTE_CHARM,ABILITY_NONE,"When it flies to this land from across the sea, the bitter winter
comes to an end. According to legend, this Pokémon's love
gives rise to the budding of fresh life across Hisui.",https://play.pokemonshowdown.com/sprites/gen5/enamorus.png
905,SPECIES_SPRIGATITO,Sprigatito,40,61,54,65,45,45,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,"The sweet scent its body gives off
mesmerizes those around it. The scent grows
stronger when this Pokémon is in the sun.",https://play.pokemonshowdown.com/sprites/gen5/sprigatito.png
906,SPECIES_FLORAGATO,Floragato,61,80,63,83,60,63,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,"Floragato deftly wields the vine hidden
beneath its long fur, slamming the hard
flower bud against its opponents.",https://play.pokemonshowdown.com/sprites/gen5/floragato.png
907,SPECIES_MEOWSCARADA,Meowscarada,76,110,70,123,81,70,TYPE_GRASS,TYPE_DARK,ABILITY_OVERGROW,ABILITY_NONE,"With skillful misdirection, it rigs foes with
pollen-packed flower bombs, and sets them
off before its foes realize what’s going on.",https://play.pokemonshowdown.com/sprites/gen5/meowscarada.png
908,SPECIES_FUECOCO,Fuecoco,67,45,59,36,63,40,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"It lies on warm rocks and uses the
heat absorbed by its square-shaped
scales to create fire energy.",https://play.pokemonshowdown.com/sprites/gen5/fuecoco.png
909,SPECIES_CROCALOR,Crocalor,81,55,78,49,90,58,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"The combination of Crocalor’s fire energy
and overflowing vitality has caused an
egg-shaped fireball to appear on its head.",https://play.pokemonshowdown.com/sprites/gen5/crocalor.png
910,SPECIES_SKELEDIRGE,Skeledirge,104,75,100,66,110,75,TYPE_FIRE,TYPE_GHOST,ABILITY_BLAZE,ABILITY_NONE,"Skeledirge’s gentle singing soothes the souls of all that hear it. It burns its enemies to a crisp with flames of over 5,400 degrees Fahrenheit.",https://play.pokemonshowdown.com/sprites/gen5/skeledirge.png
911,SPECIES_QUAXLY,Quaxly,55,65,45,50,50,45,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"Its strong legs let it easily swim around in
even fast-flowing rivers. It likes to keep
things tidy and is prone to overthinking.",https://play.pokemonshowdown.com/sprites/gen5/quaxly.png
912,SPECIES_QUAXWELL,Quaxwell,70,85,65,65,65,60,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,The hardworking Quaxwell observes people and Pokémon from various regions and incorporates their movements into its own dance routines.,https://play.pokemonshowdown.com/sprites/gen5/quaxwell.png
913,SPECIES_QUAQUAVAL,Quaquaval,85,120,80,85,85,75,TYPE_WATER,TYPE_FIGHTING,ABILITY_TORRENT,ABILITY_NONE,"Dancing in ways that evoke far-away places, this Pokémon mesmerizes all that see it. Flourishes of its decorative water feathers slice into its foes.",https://play.pokemonshowdown.com/sprites/gen5/quaquaval.png
914,SPECIES_LECHONK,Lechonk,54,45,40,35,35,45,TYPE_NORMAL,TYPE_NORMAL,ABILITY_AROMA_VEIL,ABILITY_GLUTTONY,"This Pokémon spurns all but the finest
of foods. Its body gives off an herblike
scent that bug Pokémon detest.",https://play.pokemonshowdown.com/sprites/gen5/lechonk.png
915,SPECIES_OINKOLOGNE,Oinkologne,110,100,75,65,59,80,TYPE_NORMAL,TYPE_NORMAL,ABILITY_LINGERING_AROMA,ABILITY_GLUTTONY,"Oinkologne is proud of its fine,
glossy skin. It emits a concentrated
scent from the tip of its tail.",https://play.pokemonshowdown.com/sprites/gen5/oinkologne.png
916,SPECIES_TAROUNTULA,Tarountula,35,41,45,20,29,40,TYPE_BUG,TYPE_BUG,ABILITY_INSOMNIA,ABILITY_NONE,"The ball of threads wrapped around its body
is elastic enough to deflect the scythes of
Scyther, this Pokémon’s natural enemy.",https://play.pokemonshowdown.com/sprites/gen5/tarountula.png
917,SPECIES_SPIDOPS,Spidops,60,79,92,35,52,86,TYPE_BUG,TYPE_BUG,ABILITY_INSOMNIA,ABILITY_NONE,"It clings to branches and ceilings using its
threads and moves without a sound. It takes
out its prey before the prey even notices it.",https://play.pokemonshowdown.com/sprites/gen5/spidops.png
918,SPECIES_NYMBLE,Nymble,33,46,40,45,21,25,TYPE_BUG,TYPE_BUG,ABILITY_SWARM,ABILITY_NONE,"It has its third set of legs folded up. When
it’s in a tough spot, this Pokémon jumps
over 30 feet using the strength of its legs.",https://play.pokemonshowdown.com/sprites/gen5/nymble.png
919,SPECIES_LOKIX,Lokix,71,102,78,92,52,55,TYPE_BUG,TYPE_DARK,ABILITY_SWARM,ABILITY_NONE,"It uses its normally folded third set of legs when in Showdown Mode. This places a huge burden on its body, so it can’t stay in this mode for long.",https://play.pokemonshowdown.com/sprites/gen5/lokix.png
920,SPECIES_PAWMI,Pawmi,45,50,20,60,40,25,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_NATURAL_CURE,The pads of its paws are electricity-discharging organs. Pawmi fires electricity from its forepaws while standing unsteadily on its hind legs.,https://play.pokemonshowdown.com/sprites/gen5/pawmi.png
921,SPECIES_PAWMO,Pawmo,60,75,40,85,50,40,TYPE_ELECTRIC,TYPE_FIGHTING,ABILITY_VOLT_ABSORB,ABILITY_NATURAL_CURE,Pawmo uses a unique fighting technique in which it uses its forepaws to strike foes and zap them with electricity from its paw pads simultaneously.,https://play.pokemonshowdown.com/sprites/gen5/pawmo.png
922,SPECIES_PAWMOT,Pawmot,70,115,70,105,70,60,TYPE_ELECTRIC,TYPE_FIGHTING,ABILITY_VOLT_ABSORB,ABILITY_NATURAL_CURE,"Pawmot's fluffy fur acts as a battery.
It can store the same amount of
electricity as an electric car.",https://play.pokemonshowdown.com/sprites/gen5/pawmot.png
923,SPECIES_TANDEMAUS,Tandemaus,50,50,45,75,40,45,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RUN_AWAY,ABILITY_PICKUP,"The pair sticks together no matter what.
They split any food they find exactly
in half and then eat it together.",https://play.pokemonshowdown.com/sprites/gen5/tandemaus.png
924,SPECIES_MAUSHOLD,Maushold,74,75,70,111,65,75,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FRIEND_GUARD,ABILITY_CHEEK_POUCH,"The two little ones just appeared one day.
The group might be a family of related
Pokémon, but nobody knows for sure.",https://play.pokemonshowdown.com/sprites/gen5/maushold.png
925,SPECIES_FIDOUGH,Fidough,37,55,70,65,30,55,TYPE_FAIRY,TYPE_FAIRY,ABILITY_OWN_TEMPO,ABILITY_NONE,"The yeast in Fidough's breath is useful
for cooking, so this Pokémon has been
protected by people since long ago.",https://play.pokemonshowdown.com/sprites/gen5/fidough.png
926,SPECIES_DACHSBUN,Dachsbun,57,80,115,95,50,80,TYPE_FAIRY,TYPE_FAIRY,ABILITY_WELL_BAKED_BODY,ABILITY_NONE,"The surface of this Pokémon's skin
hardens when exposed to intense heat,
and its body has an appetizing aroma.",https://play.pokemonshowdown.com/sprites/gen5/dachsbun.png
927,SPECIES_SMOLIV,Smoliv,41,35,45,30,58,51,TYPE_GRASS,TYPE_NORMAL,ABILITY_EARLY_BIRD,ABILITY_NONE,"This Pokémon converts nutrients into oil, which it stores in the fruit on its head. It can easily go a whole week without eating or drinking.",https://play.pokemonshowdown.com/sprites/gen5/smoliv.png
928,SPECIES_DOLLIV,Dolliv,52,53,60,33,78,78,TYPE_GRASS,TYPE_NORMAL,ABILITY_EARLY_BIRD,ABILITY_NONE,"Dolliv shares its tasty, fresh-scented oil
with others. This species has coexisted
with humans since times long gone.",https://play.pokemonshowdown.com/sprites/gen5/dolliv.png
929,SPECIES_ARBOLIVA,Arboliva,78,69,90,39,125,109,TYPE_GRASS,TYPE_NORMAL,ABILITY_SEED_SOWER,ABILITY_NONE,"This calm Pokémon is very compassionate.
It will share its delicious, nutrient-rich
oil with weakened Pokémon.",https://play.pokemonshowdown.com/sprites/gen5/arboliva.png
930,SPECIES_SQUAWKABILLY,Squawkabilly,82,96,51,92,45,51,TYPE_NORMAL,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_HUSTLE,"These Pokémon prefer to live in cities.
They form flocks based on the color of
their feathers, and they fight over territory.",https://play.pokemonshowdown.com/sprites/gen5/squawkabilly.png
931,SPECIES_NACLI,Nacli,55,55,75,25,35,35,TYPE_ROCK,TYPE_ROCK,ABILITY_PURIFYING_SALT,ABILITY_STURDY,"The ground scrapes its body as it travels, causing it to leave salt behind. Salt is constantly being created and replenished inside Nacli’s body.",https://play.pokemonshowdown.com/sprites/gen5/nacli.png
932,SPECIES_NACLSTACK,Naclstack,60,60,100,35,35,65,TYPE_ROCK,TYPE_ROCK,ABILITY_PURIFYING_SALT,ABILITY_STURDY,It compresses rock salt inside its body and shoots out hardened salt pellets with enough force to perforate an iron sheet.,https://play.pokemonshowdown.com/sprites/gen5/naclstack.png
933,SPECIES_GARGANACL,Garganacl,100,100,130,35,45,90,TYPE_ROCK,TYPE_ROCK,ABILITY_PURIFYING_SALT,ABILITY_STURDY,"Garganacl will rub its fingertips together
and sprinkle injured Pokémon with salt. Even
severe wounds will promptly heal afterward.",https://play.pokemonshowdown.com/sprites/gen5/garganacl.png
934,SPECIES_CHARCADET,Charcadet,40,50,40,35,50,40,TYPE_FIRE,TYPE_FIRE,ABILITY_FLASH_FIRE,ABILITY_NONE,"Its firepower increases when it fights,
reaching over 1,800 degrees Fahrenheit.
It likes berries that are rich in fat.",https://play.pokemonshowdown.com/sprites/gen5/charcadet.png
935,SPECIES_ARMAROUGE,Armarouge,85,60,100,75,125,80,TYPE_FIRE,TYPE_PSYCHIC,ABILITY_FLASH_FIRE,ABILITY_NONE,"Armarouge evolved through the use of a set
of armor that belonged to a distinguished
warrior. This Pokémon is incredibly loyal.",https://play.pokemonshowdown.com/sprites/gen5/armarouge.png
936,SPECIES_CERULEDGE,Ceruledge,75,125,80,85,60,100,TYPE_FIRE,TYPE_GHOST,ABILITY_FLASH_FIRE,ABILITY_NONE,"An old set of armor steeped in grudges
caused this Pokémon's evolution. Ceruledge
cuts its enemies to pieces without mercy.",https://play.pokemonshowdown.com/sprites/gen5/ceruledge.png
937,SPECIES_TADBULB,Tadbulb,61,31,41,45,59,35,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_OWN_TEMPO,ABILITY_STATIC,"Tadbulb shakes its tail to generate
electricity. If it senses danger, it will make
its head blink on and off to alert its allies.",https://play.pokemonshowdown.com/sprites/gen5/tadbulb.png
938,SPECIES_BELLIBOLT,Bellibolt,109,64,91,45,103,83,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_ELECTROMORPHOSIS,ABILITY_STATIC,"What appear to be eyeballs are actually
organs for discharging the electricity
generated by Bellibolt's belly-button dynamo.",https://play.pokemonshowdown.com/sprites/gen5/bellibolt.png
939,SPECIES_WATTREL,Wattrel,40,40,35,70,55,40,TYPE_ELECTRIC,TYPE_FLYING,ABILITY_WIND_POWER,ABILITY_VOLT_ABSORB,"These Pokémon make their nests on coastal
cliffs. The nests have a strange, crackling
texture, and they're a popular delicacy.",https://play.pokemonshowdown.com/sprites/gen5/wattrel.png
940,SPECIES_KILOWATTREL,Kilowattrel,70,70,60,125,105,60,TYPE_ELECTRIC,TYPE_FLYING,ABILITY_WIND_POWER,ABILITY_VOLT_ABSORB,"Kilowattrel inflates its throat sac to
amplify its electricity. By riding the wind,
this Pokémon can fly over 430 miles in a day.",https://play.pokemonshowdown.com/sprites/gen5/kilowattrel.png
941,SPECIES_MASCHIFF,Maschiff,60,78,60,51,40,51,TYPE_DARK,TYPE_DARK,ABILITY_INTIMIDATE,ABILITY_RUN_AWAY,"Its well-developed jaw and fangs are strong
enough to crunch through boulders, and its
thick fat makes for an excellent defense.",https://play.pokemonshowdown.com/sprites/gen5/maschiff.png
942,SPECIES_MABOSSTIFF,Mabosstiff,80,120,90,85,60,70,TYPE_DARK,TYPE_DARK,ABILITY_INTIMIDATE,ABILITY_GUARD_DOG,"This Pokémon can store energy in its
large dewlap. Mabosstiff unleashes this
energy all at once to blow away enemies.",https://play.pokemonshowdown.com/sprites/gen5/mabosstiff.png
943,SPECIES_SHROODLE,Shroodle,40,65,35,75,40,35,TYPE_POISON,TYPE_NORMAL,ABILITY_UNBURDEN,ABILITY_PICKPOCKET,"To keep enemies away from its territory,
it paints markings around its nest using
a poisonous liquid that has an acrid odor.",https://play.pokemonshowdown.com/sprites/gen5/shroodle.png
944,SPECIES_GRAFAIAI,Grafaiai,63,95,65,110,80,72,TYPE_POISON,TYPE_NORMAL,ABILITY_UNBURDEN,ABILITY_POISON_TOUCH,"Each Grafaiai paints its own individual
pattern, and it will paint that same pattern
over and over again throughout its life.",https://play.pokemonshowdown.com/sprites/gen5/grafaiai.png
945,SPECIES_BRAMBLIN,Bramblin,40,65,30,60,45,35,TYPE_GRASS,TYPE_GHOST,ABILITY_WIND_RIDER,ABILITY_NONE,"Not even Bramblin knows where it is headed
as it tumbles across the wilderness, blown
by the wind. It loathes getting wet.",https://play.pokemonshowdown.com/sprites/gen5/bramblin.png
946,SPECIES_BRAMBLEGHAST,Brambleghast,55,115,70,90,80,70,TYPE_GRASS,TYPE_GHOST,ABILITY_WIND_RIDER,ABILITY_NONE,"Brambleghast wanders around arid regions.
On rare occasions, mass outbreaks of
these Pokémon will bury an entire town.",https://play.pokemonshowdown.com/sprites/gen5/brambleghast.png
947,SPECIES_TOEDSCOOL,Toedscool,40,40,35,70,50,100,TYPE_GROUND,TYPE_GRASS,ABILITY_MYCELIUM_MIGHT,ABILITY_NONE,"Though it looks like Tentacool, Toedscool is
a completely different species. Its legs may
be thin, but it can run at a speed of 30 mph.",https://play.pokemonshowdown.com/sprites/gen5/toedscool.png
948,SPECIES_TOEDSCRUEL,Toedscruel,80,70,65,100,80,120,TYPE_GROUND,TYPE_GRASS,ABILITY_MYCELIUM_MIGHT,ABILITY_NONE,"These Pokémon gather into groups and
form colonies deep within forests. They
absolutely hate it when strangers approach.",https://play.pokemonshowdown.com/sprites/gen5/toedscruel.png
949,SPECIES_KLAWF,Klawf,70,100,115,75,35,55,TYPE_ROCK,TYPE_ROCK,ABILITY_ANGER_SHELL,ABILITY_SHELL_ARMOR,"This Pokémon lives on sheer cliffs.
It sidesteps opponents' attacks, then
lunges for their weak spots with its claws.",https://play.pokemonshowdown.com/sprites/gen5/klawf.png
950,SPECIES_CAPSAKID,Capsakid,50,62,40,50,62,40,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_INSOMNIA,"The more sunlight this Pokémon bathes in,
the more spicy chemicals are produced by its
body, and thus the spicier its moves become.",https://play.pokemonshowdown.com/sprites/gen5/capsakid.png
951,SPECIES_SCOVILLAIN,Scovillain,65,108,65,75,108,65,TYPE_GRASS,TYPE_FIRE,ABILITY_CHLOROPHYLL,ABILITY_INSOMNIA,"The red head converts spicy chemicals into
fire energy and blasts the surrounding area
with a super spicy stream of flame.",https://play.pokemonshowdown.com/sprites/gen5/scovillain.png
952,SPECIES_RELLOR,Rellor,41,50,60,30,31,58,TYPE_BUG,TYPE_BUG,ABILITY_COMPOUND_EYES,ABILITY_NONE,"It rolls its mud ball around while the energy
it needs for evolution matures.
Eventually the time comes for it to evolve.",https://play.pokemonshowdown.com/sprites/gen5/rellor.png
953,SPECIES_RABSCA,Rabsca,75,50,85,45,115,100,TYPE_BUG,TYPE_PSYCHIC,ABILITY_SYNCHRONIZE,ABILITY_NONE,"The body that supports the ball barely moves.
Therefore, it is thought that the true body
of this Pokémon is actually inside the ball.",https://play.pokemonshowdown.com/sprites/gen5/rabsca.png
954,SPECIES_FLITTLE,Flittle,30,35,30,75,55,30,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_ANTICIPATION,ABILITY_FRISK,"It spends its time running around wastelands.
If anyone steals its beloved berries, it will
chase them down and exact its revenge.",https://play.pokemonshowdown.com/sprites/gen5/flittle.png
955,SPECIES_ESPATHRA,Espathra,95,60,60,105,101,60,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_OPPORTUNIST,ABILITY_FRISK,"It emits psychic power from the gaps
between its multicolored frills and
sprints at speeds greater than 120 mph.",https://play.pokemonshowdown.com/sprites/gen5/espathra.png
956,SPECIES_TINKATINK,Tinkatink,50,45,45,58,35,64,TYPE_FAIRY,TYPE_STEEL,ABILITY_MOLD_BREAKER,ABILITY_OWN_TEMPO,"It swings its handmade hammer around to
protect itself, but the hammer is often
stolen by Pokémon that eat metal.",https://play.pokemonshowdown.com/sprites/gen5/tinkatink.png
957,SPECIES_TINKATUFF,Tinkatuff,65,55,55,78,45,82,TYPE_FAIRY,TYPE_STEEL,ABILITY_MOLD_BREAKER,ABILITY_OWN_TEMPO,"These Pokémon make their homes in piles of
scrap metal. They test the strength of each
other's hammers by smashing them together.",https://play.pokemonshowdown.com/sprites/gen5/tinkatuff.png
958,SPECIES_TINKATON,Tinkaton,85,75,77,94,70,105,TYPE_FAIRY,TYPE_STEEL,ABILITY_MOLD_BREAKER,ABILITY_OWN_TEMPO,"This intelligent Pokémon has a very daring
disposition. It knocks rocks into the sky with
its hammer, aiming for flying Corviknight.",https://play.pokemonshowdown.com/sprites/gen5/tinkaton.png
959,SPECIES_WIGLETT,Wiglett,10,55,25,95,35,25,TYPE_WATER,TYPE_WATER,ABILITY_GOOEY,ABILITY_RATTLED,"This Pokémon can pick up the scent
of a Veluza just over 65 feet away
and will hide itself in the sand.",https://play.pokemonshowdown.com/sprites/gen5/wiglett.png
960,SPECIES_WUGTRIO,Wugtrio,35,100,50,120,50,70,TYPE_WATER,TYPE_WATER,ABILITY_GOOEY,ABILITY_RATTLED,"A variety of fish Pokémon,
Wugtrio was once considered
to be a regional form of Dugtrio.",https://play.pokemonshowdown.com/sprites/gen5/wugtrio.png
961,SPECIES_BOMBIRDIER,Bombirdier,70,103,85,82,60,85,TYPE_FLYING,TYPE_DARK,ABILITY_BIG_PECKS,ABILITY_KEEN_EYE,"Bombirdier uses the apron on its chest to bundle up food, which it carries back to its nest. It enjoys dropping things that make loud noises.",https://play.pokemonshowdown.com/sprites/gen5/bombirdier.png
962,SPECIES_FINIZEN,Finizen,70,45,40,75,45,40,TYPE_WATER,TYPE_WATER,ABILITY_WATER_VEIL,ABILITY_NONE,"Its water ring is made from seawater
mixed with a sticky fluid that Finizen
secretes from its blowhole.",https://play.pokemonshowdown.com/sprites/gen5/finizen.png
963,SPECIES_PALAFIN,Palafin,100,70,72,100,53,62,TYPE_WATER,TYPE_WATER,ABILITY_ZERO_TO_HERO,ABILITY_NONE,"Its physical capabilities are no different
than a Finizen's, but when its allies are in
danger, it transforms and powers itself up.",https://play.pokemonshowdown.com/sprites/gen5/palafin.png
964,SPECIES_VAROOM,Varoom,45,70,63,47,30,45,TYPE_STEEL,TYPE_POISON,ABILITY_OVERCOAT,ABILITY_NONE,The steel section is Varoom’s actual body. This Pokémon clings to rocks and converts the minerals within into energy to fuel its activities.,https://play.pokemonshowdown.com/sprites/gen5/varoom.png
965,SPECIES_REVAVROOM,Revavroom,80,119,90,90,54,67,TYPE_STEEL,TYPE_POISON,ABILITY_OVERCOAT,ABILITY_NONE,"It creates a gas out of poison and minerals
from rocks. It then detonates the gas
in its eight cylinders to generate energy.",https://play.pokemonshowdown.com/sprites/gen5/revavroom.png
966,SPECIES_CYCLIZAR,Cyclizar,70,95,65,121,85,65,TYPE_DRAGON,TYPE_NORMAL,ABILITY_SHED_SKIN,ABILITY_NONE,"It can sprint at over 70 mph while carrying a
human. The rider's body heat warms Cyclizar's
back and lifts the Pokémon's spirit.",https://play.pokemonshowdown.com/sprites/gen5/cyclizar.png
967,SPECIES_ORTHWORM,Orthworm,70,85,145,65,60,55,TYPE_STEEL,TYPE_STEEL,ABILITY_EARTH_EATER,ABILITY_NONE,"When attacked, this Pokémon will wield
the tendrils on its body like fists and pelt
the opponent with a storm of punches.",https://play.pokemonshowdown.com/sprites/gen5/orthworm.png
968,SPECIES_GLIMMET,Glimmet,48,35,42,60,105,60,TYPE_ROCK,TYPE_POISON,ABILITY_TOXIC_DEBRIS,ABILITY_NONE,"It absorbs nutrients from cave walls.
The petals it wears are made of
crystallized poison.",https://play.pokemonshowdown.com/sprites/gen5/glimmet.png
969,SPECIES_GLIMMORA,Glimmora,83,55,90,86,130,81,TYPE_ROCK,TYPE_POISON,ABILITY_TOXIC_DEBRIS,ABILITY_NONE,"When this Pokémon detects danger,
it will open up its crystalline petals
and fire beams from its conical body.",https://play.pokemonshowdown.com/sprites/gen5/glimmora.png
970,SPECIES_GREAVARD,Greavard,50,61,60,34,30,55,TYPE_GHOST,TYPE_GHOST,ABILITY_PICKUP,ABILITY_NONE,"It is said that a dog Pokémon that died
in the wild without ever interacting with
a human was reborn as this Pokémon.",https://play.pokemonshowdown.com/sprites/gen5/greavard.png
971,SPECIES_HOUNDSTONE,Houndstone,72,101,100,68,50,97,TYPE_GHOST,TYPE_GHOST,ABILITY_SAND_RUSH,ABILITY_NONE,"Houndstone spends most of its time sleeping
in graveyards. Among all the dog Pokémon,
this one is most loyal to its master.",https://play.pokemonshowdown.com/sprites/gen5/houndstone.png
